protein	id	evalue	score
NIPA01000038.1_fragment_1_34	PF01526.17	2e-101	335.7
NIPA01000097.1_2	PF07505.11	1.9e-100	331.5
NIPA01000086.1_fragment_2_136	PF07916.11	4.5e-99	328.5
NIPA01000043.1_fragment_1_13	PF05114.13	6.4e-99	326.5
NIPA01000050.1_fragment_1_20	PF15538.6	1.5e-98	323.3
NIPA01000025.1_fragment_2_160	PF09848.9	1.7e-98	326.3
NIPA01000052.1_fragment_1_10	PF07916.11	1.7e-98	326.6
NIPA01000111.1_fragment_1_123	PF03796.15	4e-98	323.9
NIPA01000027.1_fragment_1_28	PF05100.12	6.8e-98	322.1
NIPA01000082.1_fragment_1_8	PF08411.10	2.2e-97	321.5
NIPA01000052.1_fragment_1_41	PF11679.8	6.2e-96	316.4
NIPA01000052.1_fragment_1_20	PF11444.8	4.7e-95	312.7
NIPA01000038.1_fragment_1_1	PF01131.20	1.3e-94	313.6
NIPA01000050.1_fragment_1_24	PF09937.9	3.4e-94	311.7
NIPA01000078.1_37	PF05136.13	6.5e-94	311.1
NIPA01000073.1_fragment_1_96	PF11067.8	1.2e-93	310.2
NIPA01000086.1_fragment_2_122	PF11444.8	2.1e-93	307.4
NIPA01000038.1_fragment_3_139	PF10127.9	2.3e-93	308.4
NIPA01000026.1_fragment_1_23	PF10134.9	1.3e-92	305.6
NIPA01000086.1_fragment_2_149	PF16106.5	2.8e-92	304.6
NIPA01000078.1_39	PF05876.12	4e-92	305.6
NIPA01000086.1_fragment_1_69	PF11679.8	8.7e-92	302.9
NIPA01000005.1_fragment_1_30	PF05643.11	3.1e-91	300.1
NIPA01000018.1_fragment_3_343	PF03796.15	3.3e-91	301.3
NIPA01000086.1_fragment_5_404	PF01024.19	2.4e-89	294.2
NIPA01000066.1_fragment_1_65	PF09423.10	6.7e-89	294.4
NIPA01000040.1_fragment_1_81	PF00268.21	6.1e-88	291.0
NIPA01000038.1_fragment_2_87	PF07916.11	9.3e-88	291.2
NIPA01000038.1_fragment_3_136	PF06956.11	1.2e-87	288.2
NIPA01000006.1_4	PF05136.13	5.1e-87	288.5
NIPA01000052.1_fragment_1_42	PF12101.8	5.5e-87	284.5
NIPA01000040.1_fragment_4_272	PF03796.15	5.7e-87	287.4
NIPA01000016.1_fragment_1_27	PF02673.18	2.6e-86	285.6
NIPA01000027.1_fragment_1_33	PF16460.5	4.8e-85	278.5
NIPA01000038.1_fragment_1_15	PF04917.12	9.7e-85	281.0
NIPA01000005.1_fragment_1_25	PF00733.21	4.1e-83	276.0
NIPA01000012.1_fragment_1_31	PF00501.28	4.1e-83	275.4
NIPA01000038.1_fragment_1_25	PF11679.8	9.8e-83	273.3
NIPA01000086.1_fragment_1_59	PF08900.11	1.3999999999999998e-82	272.7
NIPA01000092.1_fragment_1_12	PF02384.16	1.4e-81	270.2
NIPA01000086.1_fragment_5_396	PF06508.13	1.5e-81	269.0
NIPA01000105.1_fragment_1_19	PF13148.6	2.9e-81	269.4
NIPA01000038.1_fragment_2_74	PF11444.8	4.1000000000000003e-81	267.2
NIPA01000116.1_8	PF08900.11	4.3e-81	267.9
NIPA01000012.1_fragment_1_40	PF04321.17	1.3e-80	266.7
NIPA01000040.1_fragment_3_192	PF00144.24	1.9000000000000002e-80	266.7
NIPA01000077.1_fragment_2_42	PF06067.11	1.2e-79	263.3
NIPA01000052.1_fragment_1_54	PF08900.11	3.1e-79	261.8
NIPA01000039.1_fragment_1_2	PF05766.12	1.2e-78	259.4
NIPA01000027.1_fragment_2_91	PF00563.20	3e-78	258.7
NIPA01000086.1_fragment_2_110	PF12973.7	3e-77	250.8
NIPA01000086.1_fragment_2_126	PF11130.8	2e-76	252.8
NIPA01000086.1_fragment_2_133	PF06834.11	2.6e-76	252.9
NIPA01000052.1_fragment_1_25	PF14348.6	1.6000000000000001e-74	246.0
NIPA01000052.1_fragment_1_53	PF11358.8	6.7000000000000004e-74	242.9
NIPA01000052.1_fragment_1_13	PF06834.11	3.5000000000000004e-73	242.7
NIPA01000038.1_fragment_1_54	PF14348.6	4.7e-73	241.1
NIPA01000018.1_fragment_3_368	PF05100.12	2.2e-72	238.8
NIPA01000038.1_fragment_2_78	PF11130.8	2.5000000000000003e-72	239.4
NIPA01000086.1_fragment_1_60	PF11358.8	4.8e-72	236.9
NIPA01000052.1_fragment_1_16	PF11130.8	9.700000000000001e-72	237.5
NIPA01000020.1_fragment_1_25	PF00144.24	9.700000000000001e-72	238.1
NIPA01000022.1_fragment_1_4	PF03796.15	2e-70	233.1
NIPA01000038.1_fragment_1_7	PF06864.12	3.5e-70	233.0
NIPA01000038.1_fragment_2_90	PF00144.24	1.0999999999999999e-69	231.3
NIPA01000070.1_fragment_1_63	PF02397.16	5.1e-69	227.7
NIPA01000038.1_fragment_1_36	PF11508.8	2e-68	226.2
NIPA01000048.1_fragment_2_84	PF13561.6	2.4e-68	226.3
NIPA01000022.1_fragment_1_33	PF00563.20	2.6e-68	226.2
NIPA01000038.1_fragment_2_84	PF06834.11	5.2999999999999995e-68	225.6
NIPA01000012.1_fragment_1_41	PF01370.21	3.5e-67	222.5
NIPA01000005.1_fragment_1_20	PF09351.10	4.2e-67	221.4
NIPA01000020.1_fragment_1_20	PF02668.16	5.9e-67	222.4
NIPA01000105.1_fragment_1_26	PF06666.11	1.5e-66	221.0
NIPA01000027.1_fragment_2_90	PF04546.13	2.3e-66	219.7
NIPA01000086.1_fragment_6_432	PF01259.18	3.7e-66	219.4
NIPA01000086.1_fragment_3_217	PF00176.23	3.2000000000000003e-65	216.2
NIPA01000082.1_fragment_1_14	PF07726.11	3.4000000000000003e-65	213.9
NIPA01000086.1_fragment_2_145	PF13645.6	6.1e-65	213.9
NIPA01000027.1_fragment_1_51	PF16085.5	2.2e-64	210.8
NIPA01000018.1_fragment_4_417	PF02567.16	2.7e-64	213.5
NIPA01000052.1_fragment_1_56	PF11198.8	6.7e-64	211.0
NIPA01000116.1_9	PF11358.8	1.3999999999999999e-63	209.4
NIPA01000086.1_fragment_1_55	PF11198.8	1.7e-63	209.7
NIPA01000105.1_fragment_1_16	PF01695.17	3.2999999999999996e-62	205.5
NIPA01000038.1_fragment_3_134	PF13387.6	3.4e-62	205.2
NIPA01000111.1_fragment_1_111	PF07992.14	4.6e-62	206.0
NIPA01000005.1_fragment_1_35	PF13194.6	6.499999999999999e-62	205.0
NIPA01000105.1_fragment_1_38	PF13990.6	2.3999999999999997e-61	203.6
NIPA01000027.1_fragment_2_94	PF18650.1	2.5e-61	202.5
NIPA01000086.1_fragment_1_72	PF06067.11	3.4e-61	203.0
NIPA01000067.1_5	PF00109.26	4.4e-61	202.8
NIPA01000092.1_fragment_1_7	PF15611.6	1.4e-60	202.0
NIPA01000086.1_fragment_3_219	PF03929.16	2.3e-60	200.8
NIPA01000027.1_fragment_1_43	PF04985.14	4.7000000000000005e-60	198.2
NIPA01000026.1_fragment_1_20	PF11000.8	5.1e-60	197.7
NIPA01000018.1_fragment_3_363	PF08813.11	1.6000000000000002e-59	196.3
NIPA01000105.1_fragment_1_35	PF00580.21	3.6e-59	196.9
NIPA01000018.1_fragment_3_326	PF03837.14	3.8000000000000003e-59	195.6
NIPA01000086.1_fragment_1_68	PF12101.8	4.400000000000001e-59	194.2
NIPA01000086.1_fragment_1_82	PF11072.8	6.400000000000001e-59	194.1
NIPA01000038.1_fragment_1_20	PF12101.8	8.500000000000001e-59	193.3
NIPA01000102.1_fragment_4_322	PF00912.22	2.6e-58	192.5
NIPA01000012.1_fragment_1_38	PF11354.8	2.8e-57	189.2
NIPA01000038.1_fragment_3_133	PF11220.8	2.9e-57	188.7
NIPA01000016.1_fragment_1_28	PF04973.12	7.9e-57	188.2
NIPA01000052.1_fragment_1_27	PF11072.8	9.999999999999999e-57	186.9
NIPA01000016.1_fragment_2_73	PF03929.16	5.7e-56	186.4
NIPA01000073.1_fragment_1_91	PF00186.19	6.1e-56	184.7
NIPA01000018.1_fragment_4_409	PF01266.24	1.4999999999999999e-55	185.3
NIPA01000027.1_fragment_1_30	PF09718.10	1.7999999999999997e-55	181.2
NIPA01000086.1_fragment_3_222	PF00248.21	2e-55	184.2
NIPA01000038.1_fragment_3_135	PF08719.11	1.4999999999999999e-53	177.5
NIPA01000086.1_fragment_2_115	PF13700.6	1.6999999999999998e-53	177.0
NIPA01000086.1_fragment_2_112	PF13561.6	3.7e-53	176.6
NIPA01000073.1_fragment_1_94	PF03009.17	8.6e-52	172.5
NIPA01000026.1_fragment_1_19	PF10502.9	1.5e-51	170.0
NIPA01000023.1_fragment_1_63	PF00484.19	4.7e-51	169.3
NIPA01000027.1_fragment_2_88	PF09424.10	2.4e-50	166.5
NIPA01000005.1_fragment_1_40	PF04830.13	1.4e-48	161.1
NIPA01000086.1_fragment_2_137	PF12553.8	3.1e-48	159.0
NIPA01000027.1_fragment_1_45	PF12571.8	6.5e-48	158.7
NIPA01000111.1_fragment_1_114	PF07581.12	6.6e-48	154.3
NIPA01000025.1_fragment_2_150	PF06983.13	7e-48	158.2
NIPA01000116.1_5	PF11198.8	1.2999999999999998e-47	158.0
NIPA01000064.1_fragment_1_49	PF08482.10	4.8999999999999995e-47	155.8
NIPA01000020.1_fragment_1_26	PF03466.20	1.1999999999999999e-46	154.9
NIPA01000027.1_fragment_1_49	PF04717.12	3.8999999999999995e-46	151.7
NIPA01000040.1_fragment_4_266	PF05766.12	1.3e-45	151.7
NIPA01000077.1_fragment_1_7	PF13195.6	2.0000000000000003e-45	150.8
NIPA01000086.1_fragment_2_132	PF07511.11	3.6e-45	148.9
NIPA01000003.1_3	PF11394.8	4.2e-45	150.5
NIPA01000040.1_fragment_3_202	PF03458.13	4.8e-45	147.5
NIPA01000086.1_fragment_2_139	PF08843.11	1e-44	149.4
NIPA01000023.1_fragment_1_56	PF18144.1	1.4e-44	148.3
NIPA01000086.1_fragment_2_121	PF11990.8	1.7e-44	146.5
NIPA01000038.1_fragment_1_51	PF11072.8	2e-44	147.1
NIPA01000050.1_fragment_1_26	PF15635.6	2.2e-44	146.7
NIPA01000027.1_fragment_2_89	PF08275.11	2.2e-44	146.7
NIPA01000052.1_fragment_1_21	PF11990.8	2.5e-44	146.0
NIPA01000018.1_fragment_3_366	PF06791.13	4.2000000000000005e-44	146.8
NIPA01000102.1_fragment_4_317	PF04187.13	4.4e-44	147.1
NIPA01000018.1_fragment_4_408	PF01226.17	8.7e-44	145.7
NIPA01000092.1_fragment_1_14	PF04851.15	9.4e-44	145.5
NIPA01000018.1_fragment_4_415	PF00990.21	1.1e-43	145.0
NIPA01000064.1_fragment_1_57	PF12706.7	1.4e-43	144.9
NIPA01000105.1_fragment_1_45	PF13561.6	1.8e-43	144.9
NIPA01000008.1_3	PF14426.6	2.3e-43	142.3
NIPA01000027.1_fragment_1_46	PF09684.10	3.2999999999999998e-43	143.0
NIPA01000105.1_fragment_1_3	PF13387.6	4.7999999999999996e-43	142.9
NIPA01000086.1_fragment_2_128	PF04002.15	6.4e-43	141.7
NIPA01000018.1_fragment_3_364	PF08748.11	6.499999999999999e-43	142.3
NIPA01000105.1_fragment_1_21	PF11726.8	7.3e-43	142.7
NIPA01000016.1_fragment_2_72	PF00593.24	1.1e-42	143.6
NIPA01000038.1_fragment_1_10	PF00437.20	7.3e-42	139.4
NIPA01000092.1_fragment_1_6	PF00176.23	1.1e-41	138.9
NIPA01000072.1_17	PF00580.21	1.3e-41	139.2
NIPA01000025.1_fragment_2_169	PF00176.23	2e-41	138.0
NIPA01000052.1_fragment_1_9	PF12553.8	2.0999999999999999e-41	137.0
NIPA01000086.1_fragment_2_114	PF00239.21	4.6e-41	136.5
NIPA01000027.1_fragment_1_39	PF06995.11	4.9e-41	135.3
NIPA01000038.1_fragment_1_38	PF00239.21	1.2e-40	135.1
NIPA01000038.1_fragment_2_92	PF10137.9	1.6e-40	133.9
NIPA01000048.1_fragment_2_88	PF13298.6	2.1e-40	133.4
NIPA01000038.1_fragment_2_91	PF10137.9	2.3e-40	133.4
NIPA01000105.1_fragment_1_27	PF00004.29	3.4e-40	133.7
NIPA01000086.1_fragment_2_138	PF11459.8	3.6e-40	133.4
NIPA01000038.1_fragment_2_83	PF07511.11	1.6e-39	130.7
NIPA01000052.1_fragment_1_14	PF07511.11	1.7e-39	130.7
NIPA01000102.1_fragment_4_321	PF13671.6	4.0000000000000004e-39	130.2
NIPA01000020.1_fragment_1_24	PF07690.16	5.7e-39	130.1
NIPA01000078.1_9	PF00145.17	6e-39	130.4
NIPA01000052.1_fragment_1_50	PF00145.17	7.599999999999999e-39	130.1
NIPA01000018.1_fragment_3_353	PF13264.6	8.8e-39	128.9
NIPA01000070.1_fragment_1_4	PF00884.23	1e-38	129.6
NIPA01000064.1_fragment_1_51	PF01545.21	1.2e-38	128.9
NIPA01000040.1_fragment_1_87	PF09961.9	2.1e-38	127.0
NIPA01000052.1_fragment_1_62	PF00497.20	2.5e-38	127.9
NIPA01000086.1_fragment_1_48	PF03466.20	2.7e-38	127.6
NIPA01000006.1_5	PF00574.23	3.6e-38	127.4
NIPA01000027.1_fragment_2_102	PF02311.19	3.8000000000000005e-38	126.6
NIPA01000072.1_10	PF14350.6	4.7000000000000005e-38	127.5
NIPA01000070.1_fragment_1_2	PF01609.21	4.8e-38	127.0
NIPA01000018.1_fragment_3_346	PF06769.14	5.8e-38	125.0
NIPA01000040.1_fragment_1_85	PF01320.18	6.200000000000001e-38	125.0
NIPA01000038.1_fragment_2_73	PF11990.8	1.2e-37	124.5
NIPA01000043.1_fragment_1_3	PF11745.8	2.3e-37	123.9
NIPA01000005.1_fragment_1_21	PF01885.16	2.3e-37	124.9
NIPA01000048.1_fragment_2_85	PF02464.17	3.6e-37	123.4
NIPA01000105.1_fragment_1_24	PF00580.21	4.3e-37	124.4
NIPA01000082.1_fragment_1_11	PF01944.17	5.2000000000000004e-37	123.4
NIPA01000086.1_fragment_4_325	PF16931.5	6e-37	122.5
NIPA01000040.1_fragment_1_86	PF06958.12	7.5e-37	123.1
NIPA01000111.1_fragment_1_110	PF11293.8	1.1e-36	120.5
NIPA01000016.1_fragment_2_75	PF07690.16	1.3e-36	122.3
NIPA01000038.1_fragment_3_129	PF03350.16	1.9000000000000002e-36	121.0
NIPA01000105.1_fragment_1_44	PF03466.20	2.5e-36	121.1
NIPA01000086.1_fragment_1_67	PF11284.8	5e-36	119.1
NIPA01000067.1_3	PF02826.19	6.6e-36	119.4
NIPA01000040.1_fragment_3_194	PF13307.6	7.8e-36	119.9
NIPA01000018.1_fragment_3_321	PF04447.12	1e-35	117.9
NIPA01000050.1_fragment_1_21	PF08786.11	1.1999999999999999e-35	118.6
NIPA01000105.1_fragment_1_17	PF00326.21	1.1999999999999999e-35	119.0
NIPA01000072.1_4	PF14281.6	1.3e-35	119.4
NIPA01000018.1_fragment_3_344	PF05866.11	2e-35	118.2
NIPA01000005.1_fragment_1_33	PF03545.13	5e-35	115.7
NIPA01000077.1_fragment_1_9	PF01609.21	5.4e-35	117.1
NIPA01000052.1_fragment_1_22	PF11190.8	8.599999999999999e-35	114.6
NIPA01000018.1_fragment_3_351	PF03592.16	1.0000000000000001e-34	116.2
NIPA01000086.1_fragment_2_120	PF11190.8	1.1e-34	114.2
NIPA01000052.1_fragment_1_43	PF11284.8	1.4e-34	114.4
NIPA01000102.1_fragment_4_324	PF04287.12	2.1e-34	113.7
NIPA01000027.1_fragment_1_44	PF04984.14	2.2e-34	114.9
NIPA01000077.1_fragment_1_11	PF12625.7	3.1000000000000002e-34	114.8
NIPA01000077.1_fragment_2_38	PF09588.10	3.3000000000000003e-34	114.3
NIPA01000038.1_fragment_1_33	PF01526.17	3.9e-34	114.2
NIPA01000027.1_fragment_2_92	PF13776.6	4.6e-34	112.8
NIPA01000105.1_fragment_1_36	PF13604.6	5.2e-34	113.8
NIPA01000027.1_fragment_2_103	PF05656.14	6.3e-34	112.7
NIPA01000072.1_3	PF00580.21	6.4e-34	114.0
NIPA01000086.1_fragment_5_398	PF00665.26	8.100000000000001e-34	112.5
NIPA01000018.1_fragment_3_367	PF05939.13	1.2e-33	111.9
NIPA01000025.1_fragment_2_154	PF07724.14	1.2e-33	112.7
NIPA01000005.1_fragment_1_31	PF16068.5	1.9e-33	111.0
NIPA01000010.1_fragment_1_49	PF09498.10	2.8000000000000002e-33	109.9
NIPA01000052.1_fragment_1_63	PF04352.13	3.3e-33	110.0
NIPA01000086.1_fragment_1_49	PF03466.20	3.8e-33	110.7
NIPA01000012.1_fragment_1_37	PF13520.6	4.2000000000000005e-33	110.9
NIPA01000027.1_fragment_1_29	PF05939.13	5e-33	109.9
NIPA01000020.1_fragment_1_18	PF00005.27	5.3000000000000004e-33	110.6
NIPA01000010.1_fragment_1_51	PF09498.10	1.8e-32	107.3
NIPA01000070.1_fragment_1_3	PF01219.19	1.9999999999999998e-32	107.2
NIPA01000010.1_fragment_1_52	PF13387.6	2.3e-32	108.1
NIPA01000038.1_fragment_1_12	PF08805.11	2.5e-32	107.7
NIPA01000010.1_fragment_1_50	PF09498.10	2.6000000000000003e-32	106.8
NIPA01000112.1_1	PF05106.12	2.9e-32	107.2
NIPA01000086.1_fragment_5_406	PF13683.6	3.2e-32	106.3
NIPA01000086.1_fragment_3_220	PF11804.8	4.8e-32	106.3
NIPA01000026.1_fragment_1_25	PF10074.9	4.9000000000000003e-32	106.9
NIPA01000016.1_fragment_1_29	PF13521.6	5.400000000000001e-32	107.4
NIPA01000023.1_fragment_1_62	PF00593.24	6.4e-32	108.1
NIPA01000018.1_fragment_3_314	PF11112.8	7.2e-32	105.5
NIPA01000005.1_fragment_1_32	PF03783.14	1.1e-31	105.9
NIPA01000038.1_fragment_1_11	PF00482.23	6.299999999999999e-31	103.1
NIPA01000038.1_fragment_1_16	PF07419.12	9.4e-31	102.9
NIPA01000008.1_4	PF14424.6	1.1000000000000001e-30	102.8
NIPA01000070.1_fragment_1_7	PF00665.26	1.3000000000000001e-30	102.1
NIPA01000078.1_15	PF10145.9	1.6e-30	102.6
NIPA01000078.1_36	PF05065.13	2.6000000000000002e-30	101.8
NIPA01000018.1_fragment_3_362	PF13554.6	3.5e-30	100.8
NIPA01000086.1_fragment_2_118	PF09686.10	3.6e-30	100.2
NIPA01000064.1_fragment_1_41	PF05717.13	3.8e-30	100.0
NIPA01000039.1_fragment_1_16	PF14359.6	5.8000000000000005e-30	99.8
NIPA01000038.1_fragment_2_72	PF11190.8	5.9000000000000005e-30	99.1
NIPA01000018.1_fragment_2_281	PF11747.8	6.8e-30	99.2
NIPA01000038.1_fragment_2_70	PF09686.10	7.1e-30	99.2
NIPA01000097.1_4	PF03435.18	7.7e-30	100.0
NIPA01000018.1_fragment_3_352	PF03237.15	1.2e-29	99.6
NIPA01000077.1_fragment_2_43	PF07879.11	2.6e-29	97.3
NIPA01000102.1_fragment_4_319	PF04994.13	3.5e-29	96.9
NIPA01000023.1_fragment_1_74	PF13343.6	6.3e-29	97.2
NIPA01000040.1_fragment_1_76	PF00313.22	8.8e-29	95.3
NIPA01000018.1_fragment_2_280	PF11747.8	1.5000000000000002e-28	94.8
NIPA01000052.1_fragment_1_24	PF09686.10	1.5000000000000002e-28	95.0
NIPA01000040.1_fragment_4_244	PF08875.11	1.7000000000000003e-28	95.2
NIPA01000012.1_fragment_1_30	PF00106.25	1.7000000000000003e-28	95.6
NIPA01000027.1_fragment_2_95	PF14300.6	3.8000000000000005e-28	94.3
NIPA01000039.1_fragment_1_6	PF03374.14	4.1e-28	94.0
NIPA01000086.1_fragment_4_322	PF02599.16	5.9e-28	92.8
NIPA01000086.1_fragment_4_330	PF01769.16	9.3e-28	93.3
NIPA01000086.1_fragment_1_52	PF13614.6	9.5e-28	93.4
NIPA01000086.1_fragment_4_326	PF05449.11	1.1000000000000001e-27	92.1
NIPA01000078.1_47	PF06323.11	1.4e-27	92.8
NIPA01000040.1_fragment_4_238	PF02498.17	2e-27	91.8
NIPA01000105.1_fragment_1_39	PF01734.22	2.1e-27	92.8
NIPA01000027.1_fragment_1_25	PF13550.6	3.5e-27	91.4
NIPA01000077.1_fragment_2_44	PF09361.10	3.7e-27	90.7
NIPA01000047.1_21	PF03837.14	4.1e-27	91.1
NIPA01000018.1_fragment_2_287	PF11747.8	4.2e-27	90.2
NIPA01000066.1_fragment_1_63	PF15579.6	4.4000000000000005e-27	90.0
NIPA01000027.1_fragment_1_38	PF05489.12	4.5e-27	89.7
NIPA01000052.1_fragment_1_23	PF11660.8	5.5e-27	90.1
NIPA01000018.1_fragment_3_331	PF02599.16	8.7e-27	89.0
NIPA01000078.1_4	PF13614.6	9.4e-27	90.2
NIPA01000111.1_fragment_1_113	PF03865.13	9.5e-27	90.3
NIPA01000070.1_fragment_1_61	PF03473.17	1.2e-26	89.4
NIPA01000052.1_fragment_1_59	PF13614.6	1.4e-26	89.6
NIPA01000078.1_14	PF06995.11	1.4e-26	88.6
NIPA01000018.1_fragment_4_402	PF13582.6	1.9e-26	89.1
NIPA01000086.1_fragment_1_51	PF05930.12	2.2e-26	87.6
NIPA01000052.1_fragment_1_60	PF05930.12	2.2e-26	87.6
NIPA01000111.1_fragment_1_115	PF13614.6	2.5e-26	88.8
NIPA01000078.1_28	PF09684.10	3.7e-26	87.8
NIPA01000078.1_31	PF04717.12	3.7e-26	87.4
NIPA01000023.1_fragment_1_75	PF00528.22	3.8e-26	88.1
NIPA01000040.1_fragment_3_200	PF17775.1	3.8e-26	88.0
NIPA01000038.1_fragment_3_137	PF01145.25	4.7e-26	88.0
NIPA01000070.1_fragment_1_41	PF05707.12	5.3e-26	87.6
NIPA01000070.1_fragment_1_28	PF05707.12	5.3e-26	87.6
NIPA01000040.1_fragment_1_78	PF00486.28	5.4e-26	86.7
NIPA01000086.1_fragment_2_119	PF11660.8	6.8e-26	86.6
NIPA01000086.1_fragment_3_225	PF01510.25	7.099999999999999e-26	87.3
NIPA01000038.1_fragment_1_58	PF13847.6	1.4e-25	86.0
NIPA01000102.1_fragment_4_316	PF00005.27	1.4e-25	86.6
NIPA01000070.1_fragment_1_60	PF00144.24	1.5e-25	86.3
NIPA01000102.1_fragment_4_318	PF00027.29	1.5999999999999998e-25	85.2
NIPA01000070.1_fragment_1_11	PF11740.8	1.5999999999999998e-25	86.2
NIPA01000040.1_fragment_4_248	PF02368.18	1.7e-25	84.9
NIPA01000078.1_22	PF16778.5	2.1999999999999997e-25	84.5
NIPA01000040.1_fragment_4_235	PF00959.19	2.5e-25	85.2
NIPA01000040.1_fragment_3_198	PF00691.20	3e-25	84.6
NIPA01000020.1_fragment_1_19	PF13379.6	3.6999999999999996e-25	85.2
NIPA01000023.1_fragment_1_59	PF12834.7	4.1e-25	84.5
NIPA01000105.1_fragment_1_41	PF13280.6	8.2e-25	83.9
NIPA01000064.1_fragment_1_53	PF13412.6	9.1e-25	82.2
NIPA01000026.1_fragment_1_28	PF11740.8	1.2e-24	83.4
NIPA01000027.1_fragment_1_47	PF04865.14	1.2e-24	83.0
NIPA01000082.1_fragment_1_15	PF01882.18	1.7e-24	82.0
NIPA01000038.1_fragment_2_71	PF11660.8	1.7999999999999997e-24	82.1
NIPA01000026.1_fragment_1_22	PF13614.6	2.5e-24	82.3
NIPA01000086.1_fragment_6_431	PF12706.7	3.1999999999999998e-24	81.7
NIPA01000018.1_fragment_3_365	PF08809.11	4.0000000000000004e-24	80.8
NIPA01000018.1_fragment_3_377	PF09327.11	4.399999999999999e-24	80.6
NIPA01000066.1_fragment_1_60	PF13503.6	4.899999999999999e-24	81.4
NIPA01000025.1_fragment_2_155	PF13353.6	5.5e-24	81.2
NIPA01000086.1_fragment_5_405	PF01527.20	6.899999999999999e-24	80.1
NIPA01000086.1_fragment_6_433	PF00589.22	7.7e-24	80.5
NIPA01000105.1_fragment_1_30	PF13280.6	8.1e-24	80.7
NIPA01000043.1_fragment_1_9	PF08541.10	1.1e-23	79.3
NIPA01000040.1_fragment_1_77	PF02518.26	1.1e-23	80.0
NIPA01000025.1_fragment_2_156	PF13087.6	1.1e-23	80.0
NIPA01000027.1_fragment_2_87	PF01165.20	1.3e-23	78.6
NIPA01000077.1_fragment_2_36	PF02599.16	1.5e-23	78.7
NIPA01000027.1_fragment_2_99	PF01679.17	1.7e-23	78.7
NIPA01000064.1_fragment_1_54	PF10981.8	2.1e-23	78.2
NIPA01000105.1_fragment_1_20	PF05930.12	2.4e-23	77.9
NIPA01000092.1_fragment_1_11	PF01420.19	2.5e-23	79.3
NIPA01000040.1_fragment_3_204	PF03168.13	2.9e-23	78.5
NIPA01000027.1_fragment_1_37	PF05954.11	3.4e-23	78.5
NIPA01000092.1_fragment_1_17	PF07929.11	3.9e-23	78.1
NIPA01000066.1_fragment_1_62	PF15648.6	4.8e-23	77.7
NIPA01000078.1_3	PF16684.5	5.9e-23	77.8
NIPA01000022.1_fragment_1_18	PF01145.25	6.2e-23	77.8
NIPA01000043.1_fragment_1_8	PF12796.7	1e-22	76.7
NIPA01000027.1_fragment_1_32	PF16459.5	1e-22	76.6
NIPA01000043.1_fragment_1_5	PF09994.9	1.1e-22	76.8
NIPA01000010.1_fragment_1_55	PF09498.10	1.4000000000000002e-22	75.6
NIPA01000038.1_fragment_1_5	PF10671.9	1.8000000000000001e-22	75.4
NIPA01000016.1_fragment_1_33	PF03412.15	2.3000000000000003e-22	75.4
NIPA01000018.1_fragment_4_418	PF00293.28	2.3000000000000003e-22	75.6
NIPA01000086.1_fragment_5_399	PF01527.20	3e-22	74.9
NIPA01000018.1_fragment_4_400	PF13443.6	3.8e-22	74.7
NIPA01000012.1_fragment_1_39	PF12833.7	4.3e-22	74.4
