protein	id	evalue	score
NIPA01000027.1_210	K03696	0.0	1069.3
NIPA01000099.1_62	K03669	0.0	1078.7
NIPA01000039.1_179	K01595	0.0	1158.8
NIPA01000059.1_45	K01547	0.0	1114.6
NIPA01000018.1_209	K13777	0.0	1018.3
NIPA01000077.1_51	K13926	0.0	1525.1
NIPA01000050.1_129	K13929	0.0	1019.4
NIPA01000102.1_149	K01428	0.0	1133.7
NIPA01000117.1_12	K03043	0.0	1766.3
NIPA01000117.1_13	K03046	0.0	1981.5
NIPA01000102.1_1	K00163	0.0	1542.9
NIPA01000048.1_62	K06044	0.0	1155.9
NIPA01000062.1_19	K21834	0.0	1152.8
NIPA01000093.1_50	K12685	0.0	1234.2
NIPA01000039.1_52	K11183	0.0	1121.7
NIPA01000018.1_292	K06445	0.0	1227.7
NIPA01000013.1_44	K03702	0.0	1239.2
NIPA01000102.1_80	K12573	0.0	1050.6
NIPA01000086.1_199	K13821	0.0	1422.1
NIPA01000073.1_26	K06596	0.0	2179.5
NIPA01000042.1_17	K13926	0.0	1554.7
NIPA01000018.1_82	K01825	0.0	1212.4
NIPA01000010.1_152	K03495	0.0	1025.9
NIPA01000102.1_161	K20972	0.0	1401.5
NIPA01000117.1_56	K04784	0.0	1294.6
NIPA01000011.1_14	K15726	0.0	1557.0
NIPA01000117.1_57	K04784	0.0	1135.5
NIPA01000046.1_61	K16152	0.0	1259.2
NIPA01000048.1_73	K16147	0.0	1051.0
NIPA01000052.1_62	K07679	0.0	1062.2
NIPA01000082.1_60	K21024	0.0	1119.5
NIPA01000013.1_72	K02469	0.0	1406.5
NIPA01000102.1_281	K00962	0.0	1050.2
NIPA01000018.1_275	K20973	0.0	1220.9
NIPA01000039.1_59	K01908	0.0	1036.6
NIPA01000010.1_160	K02470	0.0	1084.2
NIPA01000104.1_34	K01869	0.0	1296.1
NIPA01000086.1_196	K08675	0.0	1082.4
NIPA01000048.1_81	K00688	0.0	1120.7
NIPA01000038.1_115	K01870	0.0	1090.9
NIPA01000102.1_288	K01895	0.0	1164.8
NIPA01000086.1_304	K01895	0.0	1108.3
NIPA01000016.1_58	K02230	0.0	1120.4
NIPA01000018.1_154	K02230	0.0	1542.0
NIPA01000050.1_4	K11891	0.0	1085.8
NIPA01000102.1_250	K18930	0.0	1380.1
NIPA01000018.1_3	K00219	0.0	1179.4
NIPA01000102.1_206	K00219	0.0	1090.7
NIPA01000086.1_320	K01872	0.0	1222.9
NIPA01000022.1_42	K01873	0.0	1452.8
NIPA01000073.1_104	K08484	0.0	1051.0
NIPA01000102.1_209	K08348	0.0	1415.3
NIPA01000016.1_3	K20937	0.0	1121.2
NIPA01000059.1_15	K11907	0.0	1183.3
NIPA01000020.1_81	K11907	0.0	1195.1
NIPA01000050.1_17	K11907	0.0	1335.8
NIPA01000102.1_2	K00982	0.0	1069.6
NIPA01000108.1_52	K21023	0.0	1096.8
NIPA01000048.1_72	K05343	0.0	1519.7
NIPA01000102.1_322	K05365	0.0	1081.8
NIPA01000108.1_96	K01007	0.0	1155.7
NIPA01000018.1_32	K21006	0.0	1145.2
NIPA01000040.1_184	K05559	0.0	1384.4
NIPA01000086.1_345	K07678	0.0	1113.6
NIPA01000070.1_67	K20998	0.0	1126.6
NIPA01000018.1_33	K21007	0.0	1059.1
NIPA01000039.1_112	K03555	0.0	1227.6
NIPA01000064.1_14	K07679	0.0	1375.5
NIPA01000016.1_10	K20975	0.0	1186.4
NIPA01000059.1_154	K03529	0.0	1073.4
NIPA01000039.1_150	K00990	0.0	1019.8
NIPA01000040.1_61	K02567	0.0	1378.4
NIPA01000039.1_165	K00631	0.0	1113.8
NIPA01000117.1_54	K12238	0.0	1022.5
NIPA01000002.1_63	K02400	1.5e-302	1003.7
NIPA01000045.1_6	K05851	2.4999999999999996e-301	1001.4
NIPA01000039.1_306	K04044	5.599999999999999e-301	999.1
NIPA01000086.1_337	K14205	5.7e-300	995.6
NIPA01000042.1_28	K00937	1.8999999999999998e-298	990.5
NIPA01000059.1_43	K07646	3.8e-297	987.3
NIPA01000102.1_53	K02621	2.9e-296	984.3
NIPA01000102.1_277	K02519	9.8e-296	982.4
NIPA01000092.1_30	K02168	2.2e-295	980.1
NIPA01000011.1_22	K05599	1.6e-294	974.9
NIPA01000014.1_28	K01968	5.3000000000000004e-294	976.3
NIPA01000040.1_54	K21084	7.2e-294	975.8
NIPA01000103.1_4	K01907	1.6e-293	973.8
NIPA01000038.1_150	K06020	7.8e-293	971.1
NIPA01000092.1_51	K12254	1.3e-292	969.1
NIPA01000043.1_74	K18893	1.7e-292	970.0
NIPA01000084.1_13	K06151	7.9e-292	967.6
NIPA01000104.1_47	K20971	8.8e-292	969.0
NIPA01000018.1_12	K01256	1.4e-290	966.0
NIPA01000102.1_271	K03798	1.1e-289	962.1
NIPA01000108.1_28	K03230	1.6999999999999999e-289	962.3
NIPA01000012.1_65	K01662	1.3e-288	958.1
NIPA01000025.1_67	K13378	2.6e-288	955.7
NIPA01000108.1_140	K13893	4.1e-288	956.8
NIPA01000017.1_3	K13063	1.1e-286	950.9
NIPA01000084.1_38	K00117	3.5999999999999997e-286	950.4
NIPA01000018.1_207	K13776	1.4e-284	943.7
NIPA01000039.1_205	K00316	4.8e-284	942.6
NIPA01000027.1_148	K15864	1.4e-283	940.1
NIPA01000102.1_261	K04043	3e-283	940.2
NIPA01000108.1_121	K01886	4.0000000000000003e-283	940.2
NIPA01000018.1_144	K00311	2.1e-282	937.1
NIPA01000018.1_121	K08300	6.8e-282	936.6
NIPA01000018.1_212	K13778	1.4e-281	933.4
NIPA01000018.1_85	K03168	8.1e-281	933.4
NIPA01000035.1_15	K18004	2.7999999999999997e-280	927.4
NIPA01000020.1_102	K05685	1.2999999999999999e-279	928.9
NIPA01000073.1_88	K01687	5.1e-279	927.6
NIPA01000111.1_14	K00955	7.3e-279	925.3
NIPA01000111.1_87	K16090	1.7e-278	924.3
NIPA01000063.1_23	K12541	4.3e-278	923.4
NIPA01000027.1_78	K07180	3e-277	919.6
NIPA01000108.1_63	K01782	6.200000000000001e-277	919.8
NIPA01000102.1_118	K20199	1.1e-276	916.6
NIPA01000082.1_79	K04077	3.6e-276	916.9
NIPA01000020.1_97	K07116	9.4e-276	916.3
NIPA01000102.1_40	K12253	1.2e-275	914.0
NIPA01000038.1_136	K14414	2.8999999999999996e-275	912.1
NIPA01000059.1_8	K11891	3.2999999999999997e-275	915.5
NIPA01000059.1_46	K01546	1.3e-274	911.4
NIPA01000102.1_252	K02550	2.4e-274	909.7
NIPA01000016.1_61	K21636	3.6000000000000003e-274	910.3
NIPA01000020.1_90	K07303	8.200000000000001e-274	909.5
NIPA01000099.1_85	K01712	1.6000000000000002e-273	908.1
NIPA01000018.1_77	K15738	2.3000000000000002e-273	907.9
NIPA01000039.1_182	K01534	1e-272	905.7
NIPA01000111.1_69	K12368	2.4000000000000002e-272	902.7
NIPA01000102.1_58	K21025	3.6000000000000003e-272	903.2
NIPA01000066.1_27	K00371	6.6e-272	901.6
NIPA01000020.1_110	K16088	2.4999999999999996e-271	901.0
NIPA01000048.1_30	K16637	3e-271	897.1
NIPA01000080.1_35	K20320	3.6e-271	897.5
NIPA01000002.1_91	K02198	4.6999999999999995e-271	899.8
NIPA01000032.1_21	K01868	5.3e-271	900.1
NIPA01000086.1_251	K13788	6.3e-270	896.4
NIPA01000010.1_164	K01879	7.2000000000000005e-270	896.6
NIPA01000093.1_36	K19593	3.6e-269	892.0
NIPA01000066.1_64	K07004	4.6e-269	894.5
NIPA01000068.1_25	K09123	1.4e-267	887.7
NIPA01000048.1_71	K00700	3.5e-267	887.8
NIPA01000068.1_71	K01354	5.6e-267	886.8
NIPA01000102.1_50	K02622	1.4e-266	884.6
NIPA01000111.1_73	K12368	1.4e-266	883.7
NIPA01000064.1_1	K02168	1.5e-266	884.8
NIPA01000027.1_94	K21429	1.6e-266	885.7
NIPA01000025.1_15	K17940	1.8e-266	881.3
NIPA01000102.1_138	K07290	3.5e-266	883.9
NIPA01000104.1_49	K09456	6.7e-266	882.1
NIPA01000010.1_141	K02112	7.9e-266	882.7
NIPA01000050.1_67	K03387	1.2e-265	880.7
NIPA01000059.1_132	K01533	1.6e-265	882.9
NIPA01000035.1_37	K16088	7.7e-264	876.3
NIPA01000048.1_171	K13893	1.2e-263	875.9
NIPA01000036.1_28	K14268	2.2e-263	871.8
NIPA01000059.1_68	K20974	2.3e-263	874.5
NIPA01000046.1_63	K12536	3.3e-263	872.9
NIPA01000082.1_50	K04759	1e-262	872.5
NIPA01000048.1_122	K00156	1.6e-262	871.7
NIPA01000046.1_83	K00376	1.1e-260	865.0
NIPA01000025.1_43	K03466	4.8e-260	863.8
NIPA01000068.1_12	K12536	5.7000000000000005e-260	862.2
NIPA01000108.1_141	K13893	9.5e-260	863.0
NIPA01000099.1_30	K05366	3.4999999999999997e-259	860.9
NIPA01000048.1_26	K10815	2.2e-257	852.4
NIPA01000042.1_23	K03182	6.999999999999999e-257	852.9
NIPA01000046.1_12	K15461	3e-256	850.8
NIPA01000068.1_89	K16090	4.2e-256	850.3
NIPA01000108.1_137	K13896	6.9e-256	848.7
NIPA01000023.1_4	K11733	7e-256	848.0
NIPA01000099.1_116	K15633	8.999999999999999e-256	849.5
NIPA01000036.1_29	K00135	1.2999999999999999e-255	848.5
NIPA01000050.1_57	K00140	8.6e-255	845.7
NIPA01000032.1_16	K01890	1.3e-254	846.4
NIPA01000108.1_150	K03314	1.7e-254	844.1
NIPA01000117.1_4	K02358	1.9e-254	846.0
NIPA01000117.1_17	K02358	1.9e-254	846.0
NIPA01000010.1_136	K00820	3.6e-254	844.0
NIPA01000038.1_162	K06200	7.4e-254	842.8
NIPA01000099.1_35	K04066	9.2e-254	842.8
NIPA01000050.1_69	K18456	1.5e-253	839.7
NIPA01000048.1_25	K10816	6.3e-253	837.3
NIPA01000010.1_21	K01960	7.800000000000001e-252	835.4
NIPA01000023.1_57	K01153	1.4e-251	836.7
NIPA01000027.1_215	K05591	1.4e-251	835.5
NIPA01000086.1_417	K18002	1.7999999999999997e-251	831.6
NIPA01000086.1_270	K01679	3.0999999999999996e-251	834.3
NIPA01000018.1_52	K07679	6.299999999999999e-251	834.4
NIPA01000039.1_74	K00864	6.999999999999999e-251	832.9
NIPA01000104.1_20	K05515	7.1e-251	833.8
NIPA01000086.1_261	K12349	1.5e-250	832.8
NIPA01000086.1_91	K10217	1.5e-250	830.2
NIPA01000038.1_153	K08721	2.5999999999999998e-250	829.6
NIPA01000039.1_129	K01937	1.7000000000000002e-249	828.3
NIPA01000006.1_2	K21512	1.7000000000000002e-249	828.3
NIPA01000050.1_22	K11904	1.7000000000000002e-249	829.1
NIPA01000039.1_61	K00140	2.6000000000000003e-249	827.6
NIPA01000034.1_2	K21512	4.8e-249	826.9
NIPA01000010.1_143	K02111	7.300000000000001e-249	826.5
NIPA01000061.1_16	K16322	2.2e-248	823.4
NIPA01000010.1_15	K01744	2.4e-248	824.0
NIPA01000010.1_33	K18118	2.9999999999999997e-248	822.7
NIPA01000066.1_58	K02837	3.9e-248	822.8
NIPA01000050.1_151	K02625	6.500000000000001e-248	821.2
NIPA01000102.1_19	K11085	1.1e-247	822.8
NIPA01000025.1_115	K11904	2.2e-247	822.1
NIPA01000092.1_84	K03655	2.3e-247	822.4
NIPA01000099.1_63	K03670	2.5e-247	821.1
NIPA01000067.1_2	K00906	2.8e-247	820.4
NIPA01000077.1_22	K16088	1.2000000000000002e-246	819.4
NIPA01000088.1_7	K12256	3.4e-246	815.7
NIPA01000068.1_103	K17061	3.4e-246	815.6
NIPA01000086.1_283	K11734	4.2000000000000004e-246	815.6
NIPA01000086.1_383	K01876	1.2999999999999998e-245	815.8
NIPA01000086.1_163	K00140	1.7999999999999998e-245	814.9
NIPA01000086.1_351	K00951	2.7e-245	815.2
NIPA01000010.1_22	K01959	3.5999999999999996e-245	812.4
NIPA01000018.1_96	K11734	1.5e-244	810.5
NIPA01000059.1_83	K04079	3.6e-244	811.4
NIPA01000046.1_16	K00116	5.2999999999999995e-244	808.9
NIPA01000052.1_51	K03169	8.899999999999999e-244	810.2
NIPA01000046.1_164	K21023	1.3e-243	809.5
NIPA01000050.1_33	K02274	1.6e-243	808.7
NIPA01000018.1_271	K14260	1.9e-243	809.0
NIPA01000099.1_82	K16234	3.7e-243	805.7
NIPA01000086.1_210	K01720	7.899999999999999e-243	806.6
NIPA01000080.1_22	K00151	1.5999999999999998e-242	804.0
NIPA01000059.1_14	K11914	1.7999999999999999e-242	804.2
NIPA01000086.1_315	K06447	2.3e-242	803.5
NIPA01000093.1_6	K03615	2.3999999999999997e-242	805.0
NIPA01000048.1_77	K03781	2.5999999999999998e-242	805.4
NIPA01000092.1_61	K15778	1.3e-241	803.2
NIPA01000059.1_96	K00239	3.9e-241	800.4
NIPA01000102.1_179	K01585	2e-240	798.8
NIPA01000092.1_36	K00156	2.6999999999999997e-240	798.3
NIPA01000086.1_418	K18003	3.6999999999999996e-240	794.2
NIPA01000104.1_3	K02558	4.6999999999999996e-240	796.4
NIPA01000048.1_3	K13877	5.1e-240	796.1
NIPA01000059.1_122	K00404	2.2e-239	793.4
NIPA01000050.1_141	K09472	4.6e-239	792.5
NIPA01000117.1_61	K16088	6.0000000000000005e-239	794.0
NIPA01000039.1_31	K19290	1.2000000000000001e-238	791.9
NIPA01000111.1_75	K12368	2.3e-238	790.5
NIPA01000102.1_71	K03572	5e-238	790.2
NIPA01000048.1_88	K01971	8.2e-238	789.9
NIPA01000099.1_110	K07712	1.4e-237	788.2
NIPA01000046.1_129	K20977	2.5999999999999997e-237	787.4
NIPA01000039.1_254	K11183	3.1e-237	788.5
NIPA01000102.1_289	K01810	9.5e-237	787.0
NIPA01000086.1_422	K19735	1.1e-236	782.3
NIPA01000070.1_73	K21004	2.5000000000000003e-236	783.8
NIPA01000016.1_14	K03760	3.5000000000000004e-236	784.0
NIPA01000012.1_25	K07347	4.6e-236	784.8
NIPA01000068.1_44	K02232	5.5000000000000005e-236	783.7
NIPA01000086.1_200	K11928	8.600000000000001e-236	783.3
NIPA01000010.1_71	K11383	9.3e-236	783.0
NIPA01000050.1_18	K11904	9.900000000000001e-236	783.5
NIPA01000048.1_97	K07347	1.1e-235	783.6
NIPA01000057.1_4	K02688	1.1999999999999999e-235	782.7
NIPA01000086.1_62	K03169	1.1999999999999999e-235	783.2
NIPA01000040.1_80	K00525	1.3e-235	782.7
NIPA01000012.1_36	K00146	3.1e-235	779.6
NIPA01000010.1_31	K03657	4e-235	781.9
NIPA01000050.1_150	K07823	4e-235	778.7
NIPA01000048.1_168	K13896	7.7e-235	779.2
NIPA01000042.1_53	K11904	9e-235	780.4
NIPA01000042.1_38	K06158	9.099999999999999e-235	780.7
NIPA01000025.1_94	K12266	9.7e-235	778.9
NIPA01000059.1_126	K00404	1.3e-234	777.7
NIPA01000102.1_163	K00602	3.2e-234	777.5
NIPA01000010.1_80	K02335	5.6e-234	778.2
NIPA01000099.1_182	K01610	6.199999999999999e-234	776.7
NIPA01000099.1_10	K01740	8.899999999999999e-234	775.9
NIPA01000086.1_413	K07347	1.3e-233	776.8
NIPA01000038.1_143	K00262	1.6999999999999999e-233	775.2
NIPA01000039.1_245	K08289	2.2999999999999997e-233	775.8
NIPA01000004.1_2	K01652	2.6e-233	775.0
NIPA01000068.1_19	K13877	1.5000000000000001e-232	771.4
NIPA01000099.1_104	K20712	1.7e-232	770.5
NIPA01000014.1_25	K00253	1.8e-232	771.3
NIPA01000094.1_4	K21103	2.1e-232	768.4
NIPA01000066.1_13	K03732	2.9e-232	771.2
NIPA01000111.1_57	K02434	4.1000000000000004e-232	771.5
NIPA01000109.1_2	K01752	9.3e-232	770.2
NIPA01000020.1_36	K20938	1.4999999999999998e-231	767.4
NIPA01000042.1_25	K03628	1.8e-231	768.3
NIPA01000099.1_158	K03758	2.1999999999999998e-231	768.5
NIPA01000086.1_299	K18289	2.9999999999999997e-231	765.7
NIPA01000040.1_28	K11747	4.3999999999999996e-231	766.9
NIPA01000010.1_193	K01696	4.8e-231	766.9
NIPA01000094.1_5	K18308	5.8e-231	765.9
NIPA01000099.1_7	K22051	9.899999999999999e-231	767.3
NIPA01000012.1_85	K03735	1.1999999999999999e-230	764.4
NIPA01000042.1_50	K01755	1.2999999999999998e-230	766.7
NIPA01000059.1_78	K00256	1.3999999999999998e-230	766.0
NIPA01000102.1_169	K01961	2.3999999999999997e-230	764.0
NIPA01000039.1_41	K16011	2.6999999999999997e-230	764.0
NIPA01000062.1_46	K00108	4.5e-230	764.3
NIPA01000080.1_11	K00404	4.7999999999999995e-230	762.6
NIPA01000080.1_30	K06966	7.4e-230	761.9
NIPA01000099.1_75	K11904	7.6e-230	764.1
NIPA01000010.1_117	K03761	8.1e-230	762.7
NIPA01000050.1_11	K11900	1.5999999999999999e-229	762.8
NIPA01000105.1_24	K03658	2.2e-229	763.2
NIPA01000025.1_13	K03703	2.2999999999999996e-229	762.2
NIPA01000027.1_71	K04744	4.6999999999999996e-229	761.5
NIPA01000018.1_227	K22452	1.9e-228	759.1
NIPA01000062.1_45	K00130	1.9e-228	758.4
NIPA01000099.1_91	K05603	2e-228	759.3
NIPA01000011.1_16	K05549	2.1e-228	756.9
NIPA01000046.1_165	K03760	3.4e-228	757.6
NIPA01000046.1_131	K03654	4.3e-228	758.0
NIPA01000010.1_70	K11384	5.5e-228	755.5
NIPA01000048.1_60	K01236	8.6e-228	756.5
NIPA01000039.1_121	K00121	1.1000000000000001e-227	757.3
NIPA01000039.1_264	K01951	1.3e-227	755.7
NIPA01000111.1_70	K12368	2.8000000000000003e-227	753.9
NIPA01000117.1_46	K03781	4.700000000000001e-227	754.9
NIPA01000038.1_109	K02674	5.600000000000001e-227	754.9
NIPA01000086.1_178	K00278	7.200000000000001e-227	753.2
NIPA01000046.1_64	K12537	1.0999999999999999e-226	751.5
NIPA01000027.1_142	K02448	1.3999999999999999e-226	753.0
NIPA01000039.1_71	K00864	1.6e-226	752.3
NIPA01000039.1_255	K02804	1.6e-226	751.9
NIPA01000059.1_20	K11900	1.8e-226	752.6
NIPA01000023.1_18	K00116	2.4e-226	750.7
NIPA01000066.1_85	K00425	3.2e-226	751.1
NIPA01000052.1_88	K00666	4.1999999999999996e-226	751.8
NIPA01000104.1_2	K21405	4.5e-225	747.9
NIPA01000027.1_160	K20035	6.2e-225	747.0
NIPA01000086.1_316	K01484	8.4e-225	745.2
NIPA01000073.1_75	K00154	9.6e-225	745.1
NIPA01000063.1_40	K01434	1.2e-224	747.0
NIPA01000038.1_102	K02667	1.6000000000000002e-224	744.8
NIPA01000111.1_56	K02433	2.4e-224	745.5
NIPA01000020.1_76	K11900	2.5000000000000004e-224	745.6
NIPA01000099.1_39	K03667	2.5000000000000004e-224	745.6
NIPA01000035.1_16	K09472	3.4000000000000004e-224	743.5
NIPA01000048.1_189	K14052	6.800000000000001e-224	742.0
NIPA01000111.1_99	K02652	1.3e-223	743.0
NIPA01000010.1_139	K04042	1.5e-223	742.9
NIPA01000062.1_39	K01752	3.2e-223	741.9
NIPA01000027.1_223	K00252	6.6e-223	740.4
NIPA01000086.1_85	K05549	8.100000000000001e-223	738.5
NIPA01000002.1_69	K03407	9.8e-223	740.4
NIPA01000027.1_159	K20035	6.7e-222	737.0
NIPA01000092.1_52	K00822	9.4e-222	735.0
NIPA01000043.1_28	K16091	1.8999999999999998e-221	736.1
NIPA01000082.1_8	K01141	3.1e-221	734.2
NIPA01000020.1_58	K20938	3.5999999999999996e-221	733.1
NIPA01000010.1_105	K03455	4.3e-221	734.7
NIPA01000027.1_57	K01657	7.3e-221	734.7
NIPA01000059.1_157	K13481	8.699999999999999e-221	733.6
NIPA01000099.1_177	K20035	1e-220	733.0
NIPA01000039.1_192	K04567	1.1e-220	733.9
NIPA01000073.1_12	K18139	1.1999999999999999e-220	732.1
NIPA01000092.1_56	K12368	1.3e-220	731.9
NIPA01000102.1_36	K02205	2.3e-220	730.9
NIPA01000035.1_6	K20035	3.3e-220	731.4
NIPA01000025.1_81	K07084	3.5e-220	732.1
NIPA01000027.1_161	K20035	1.4e-219	729.3
NIPA01000040.1_27	K10215	1.9e-219	727.8
NIPA01000010.1_187	K01133	8.1e-219	726.6
NIPA01000025.1_70	K00336	1.5000000000000002e-218	726.7
NIPA01000102.1_162	K01945	1.9000000000000002e-218	725.9
NIPA01000040.1_52	K11103	2.2e-218	724.4
NIPA01000050.1_104	K03407	3.4000000000000004e-218	725.4
NIPA01000070.1_63	K20997	3.5e-218	724.1
NIPA01000068.1_38	K16092	4.5000000000000003e-218	725.0
NIPA01000050.1_123	K00325	5.200000000000001e-218	724.3
NIPA01000102.1_307	K14261	6.7e-218	721.8
NIPA01000066.1_56	K16091	1.1e-217	723.7
NIPA01000043.1_68	K14393	1.1e-217	723.4
NIPA01000086.1_211	K09788	1.3999999999999998e-217	720.5
NIPA01000099.1_6	K11105	1.4999999999999998e-217	722.5
NIPA01000039.1_50	K02770	3.1999999999999997e-217	721.6
NIPA01000086.1_103	K15757	5.299999999999999e-217	718.4
NIPA01000062.1_43	K02168	1.4e-216	719.7
NIPA01000086.1_312	K00840	3e-216	716.2
NIPA01000012.1_18	K21184	3.1e-216	717.8
NIPA01000039.1_265	K00088	5.1e-216	719.0
NIPA01000104.1_41	K06168	6.4e-216	717.5
NIPA01000013.1_9	K02454	6.5e-216	717.3
NIPA01000108.1_51	K05349	9.4e-216	717.3
NIPA01000020.1_15	K15654	2.9e-215	715.8
NIPA01000039.1_216	K01399	4.5e-215	714.3
NIPA01000111.1_62	K06894	6.2e-215	715.9
NIPA01000086.1_377	K18093	1.0000000000000001e-214	711.7
NIPA01000020.1_12	K02364	1.4e-214	714.0
NIPA01000020.1_52	K00045	1.5000000000000002e-214	711.7
NIPA01000102.1_158	K11960	2.4e-214	712.4
NIPA01000014.1_14	K00383	3.4000000000000003e-214	711.3
NIPA01000108.1_22	K03224	7.9e-214	708.9
NIPA01000104.1_44	K01845	1.7e-213	709.5
NIPA01000040.1_66	K19246	1.7e-213	709.0
NIPA01000050.1_56	K11735	2.7e-213	707.5
NIPA01000010.1_64	K03288	5e-213	706.3
NIPA01000108.1_168	K00381	5.9000000000000005e-213	708.5
NIPA01000108.1_132	K03544	7.5e-213	707.4
NIPA01000102.1_273	K03431	2.2e-212	705.4
NIPA01000086.1_334	K03549	2.2e-212	706.7
NIPA01000109.1_43	K00836	2.5e-212	704.9
NIPA01000020.1_109	K06160	2.8e-212	705.4
NIPA01000108.1_122	K01883	3.6e-212	705.7
NIPA01000039.1_30	K00066	4.0000000000000003e-212	703.3
NIPA01000082.1_112	K03587	5.3e-212	704.3
NIPA01000086.1_333	K14441	6.3e-212	704.4
NIPA01000040.1_134	K02412	6.8e-212	703.4
NIPA01000077.1_53	K03821	8.5e-212	704.8
NIPA01000014.1_31	K00451	1e-211	703.6
NIPA01000039.1_200	K13487	1.2e-211	703.1
NIPA01000099.1_83	K01745	2.6000000000000004e-211	701.7
NIPA01000086.1_102	K00141	4.600000000000001e-211	700.3
NIPA01000111.1_90	K19353	6.300000000000001e-211	700.7
NIPA01000070.1_64	K16011	8.100000000000001e-211	699.8
NIPA01000027.1_174	K11263	9.700000000000002e-211	701.5
NIPA01000093.1_40	K01940	1.2e-210	699.7
NIPA01000025.1_75	K00341	1.4e-210	700.0
NIPA01000040.1_139	K10943	1.8e-210	698.3
NIPA01000027.1_227	K01464	2.4e-210	698.8
NIPA01000086.1_290	K03721	2.6000000000000002e-210	698.2
NIPA01000046.1_6	K20971	2.6000000000000002e-210	699.4
NIPA01000104.1_51	K01241	4.1e-210	697.5
